cartodb_id,the_geom,fuel_type_code,station_name,street_address,intersection_directions,plus4,station_phone,status_code,expected_date,groups_with_access_code,access_days_time,cards_accepted,bd_blends,ng_fill_type_code,ng_psi,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,ev_other_info,ev_network,ev_network_web,date_last_confirmed,id,updated_at,owner_type_code,federal_agency_id,federal_agency_name,open_date,hydrogen_status_link,ng_vehicle_class,lpg_primary,e85_blender_pump,ev_connector_types,address,latitude,longitude,affgeoid,median_household_income
11627,0101000020E6100000FFEA71DF6AB65DC0BFD4CF9B8A164140,ELEC,Thousand Oaks Civic Arts Plaza (City Hall),2100 Thousand Oaks Boulevard,,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,3,,,Blink Network,http://www.blinknetwork.com/,10/09/2015,64181,2015-10-09 07:12:02+00,,,,,,,,,J1772,"2100 Thousand Oaks Boulevard
Thousand Oaks, CA 91362",34.176105,-118.850273,1400000US06111007100,43730
631,0101000020E6100000425C397B67445DC01497E315884E4040,ELEC,"Walgreens - Chula Vista, CA #2623",1111 Third Ave,,,800-663-5633,E,,Public - Card key at all times,"MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,10/09/2015,43811,2015-10-09 07:36:33+00,,,,,,,,,J1772,"1111 Third Ave
Chula Vista, CA 91911",32.613528,-117.068816,1400000US06073013102,43802
13848,0101000020E61000003E85121C4D565EC0B65BDC9090544340,ELEC,EVSP WALGREENS,4920-4984 Madison Ave,STORE 6807,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,69180,2015-10-09 07:43:02+00,,,,,,,,,J1772,"4920-4984 Madison Ave
Sacramento, CA 95841",38.6606618,-121.3484564,1400000US06067007503,43821
12681,0101000020E61000004C1762F5474E5DC04339D1AE42084140,ELEC,Walmart #1693,2050 W Redlands Blvd,,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,10/09/2015,6433,2015-10-09 07:13:39+00,,,,,,,,,J1772,"2050 W Redlands Blvd
Redlands, CA 92373",34.064535,-117.223142,1400000US06071007800,43833
17944,0101000020E6100000A2D45E44DB4C5DC0E8DA17D00B084140,ELEC,Redlands Ford,1221 W Colton Ave,1121 W Colton Ave,,,E,,Private,Service center use only,,,,,,1,,,,,07/08/2015,63740,2015-07-08 14:55:30+00,P,,,08/01/2014,,,,,J1772,"1221 W Colton Ave
Redlands, CA 92374",34.0628605,-117.200883,1400000US06071007800,43833
12386,0101000020E610000001D24895724D5DC0DBC01DA853084140,ELEC,Metro Nissan of Redlands,1665 Industrial Park Ave,,,909-793-3377,E,,Private,,,,,,,1,,,,,07/08/2015,48162,2015-07-08 14:25:01+00,P,,,03/15/2011,,,,,J1772,"1665 Industrial Park Ave
Redlands, CA 92374",34.065053,-117.2101186,1400000US06071007800,43833
13013,0101000020E610000001D24895724D5DC0DBC01DA853084140,ELEC,Metro Nissan of Redlands,1665 Industrial Park Ave,,,909-793-3377,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,07/08/2015,39913,2015-07-08 14:25:01+00,P,,,03/15/2011,,,,,J1772 CHADEMO,"1665 Industrial Park Ave
Redlands, CA 92374",34.065053,-117.2101186,1400000US06071007800,43833
20456,0101000020E6100000DC65BFEE74975EC0892991442F494440,ELEC,Crown Nissan,300 E Cypress Ave,,,530-223-2177,E,,Private,,,,,,,1,,,,,07/08/2015,48161,2015-07-08 14:24:23+00,P,,,03/15/2011,,,,,J1772,"300 E Cypress Ave
Redding, CA 96002",40.571755,-122.366512,1400000US06089010300,44007
7873,0101000020E6100000F607CA6DFB965EC0606D31E47D494440,ELEC,Best Western - Tesla,2300 Hilltop Dr,,,530-221-6100  877-798-3752,E,,Public,"24 hours daily; for Tesla use only; for guest use only",,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,09/02/2015,68915,2015-09-02 02:43:18+00,P,,,03/01/2015,,,,,TESLA,"2300 Hilltop Dr
Redding, CA 96002",40.5741544,-122.359096,1400000US06089010300,44007
10043,0101000020E61000000975ECFB4B975EC0DCDCF35723494440,ELEC,Redding Kia,418 E Cypress Ave,,,530-226-0418,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,10/06/2015,69734,2015-10-06 22:05:28+00,P,,,08/01/2015,,,,,J1772,"418 E Cypress Ave
Redding, CA 96002",40.5713911,-122.3640127,1400000US06089010300,44007
15962,0101000020E61000002CF9331713AD5EC07EA19119B92C4340,ELEC,ROHNERT PARK #1,495 City Center Drive,"RP1; Located in the NE corner of the City Center Plaza Parking Lot. There are two access points. 1-Enter on Lynne Conde Way to Parking Lot or, 2- Enter off City Center Dr to Parking Lot",,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,66710,2015-10-09 07:56:19+00,,,,,,,,,NEMA520 J1772,"495 City Center Drive
Rohnert Park, CA 94928",38.3493988,-122.7042902,1400000US06097151305,44007
22429,0101000020E6100000DC65BFEE74975EC0892991442F494440,ELEC,Crown Nissan,300 E Cypress Ave,,,530-223-2177,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,07/08/2015,39922,2015-07-08 14:24:23+00,P,,,03/15/2011,,,,,J1772,"300 E Cypress Ave
Redding, CA 96002",40.571755,-122.366512,1400000US06089010300,44007
10799,0101000020E6100000B1B849560F545EC073C174B5705A4340,ELEC,STONES,6508 Antelope Rd,"EV 2; -
EV 1; -",,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,68176,2015-10-09 08:07:29+00,,,,,,,,,NEMA520 J1772,"6508 Antelope Rd
Citrus Heights, CA 95621",38.7065646,-121.3134361,1400000US06067008129,44042
16225,0101000020E6100000CC2D0840B7805DC0BF9704A0B8DF4040,ELEC,Westminster Mall,1025 Westminster Mall,,,877-455-3833,E,,Public - Card key at all times,"24 hours daily; EVgo network subscription and key fob required",,,,,,,2,,eVgo Network,https://www.evgonetwork.com/,10/09/2015,69371,2015-10-09 08:51:05+00,,,,,,,,,CHADEMO,"1025 Westminster Mall
Westminster, CA 92683",33.74782181,-118.0111847,1400000US06059099601,44568
11462,0101000020E6100000617138F32B805DC001D1DDBFC3DF4040,ELEC,Southern California Edison - Fenwick Office,14799 1/2 Chestnut St,,,,E,,Private,,,,,,,3,,3 SP Inductive,,,04/03/2015,48614,2015-04-03 17:10:37+00,T,,,09/30/2011,,,,,J1772,"14799 1/2 Chestnut St
Westminster, CA 92683",33.7481613,-118.0026825,1400000US06059099601,44568
3312,0101000020E6100000BA7DFBDFB6805DC0CC2D0840B7DF4040,ELEC,Westminster Mall,1025 Westminster Mall,,,877-455-3833,E,,Public - Card key at all times,"24 hours daily; EVgo network subscription and key fob required",,,,,,1,,,eVgo Network,https://www.evgonetwork.com/,10/09/2015,69530,2015-10-09 08:54:10+00,,,,,,,,,J1772,"1025 Westminster Mall
Westminster, CA 92683",33.74777985,-118.0111618,1400000US06059099601,44568
15312,0101000020E610000053019C830C805DC0A66BDC5152DF4040,ELEC,Southern California Edison - Orange Coast Service Center,7333 Bolsa Ave,,,,E,,Private,,,,,,,2,,1 LP Inductive  11 SP Inductive,,,04/03/2015,27315,2015-04-03 17:10:37+00,T,,,07/15/2005,,,,,J1772,"7333 Bolsa Ave
Westminster, CA 92683",33.7446997,-118.0007638,1400000US06059099601,44568
7917,0101000020E61000002AF16F86D1915EC0A6D7C11C980D4340,ELEC,LENNAR M.I.,690 Walnut Avenue,"MARE ISLAND 01; -",,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,63357,2015-10-09 07:49:39+00,,,,,,,,,J1772,"690 Walnut Avenue
Vallejo, CA 94592",38.1062046,-122.2784134,1400000US06095250801,44661
17990,0101000020E61000001C4B0E8E48915EC0DBA09BA2C80C4340,ELEC,LENNAR M.I.,1080 Nimitz Ave,"BLDG 117 #2; Northwest corner
BLDG 117 #1; Northwest corner",,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,63212,2015-10-09 07:49:38+00,,,,,,,,,J1772,"1080 Nimitz Ave
Vallejo, CA 94592",38.0998729,-122.2700534,1400000US06095250801,44661
17642,0101000020E61000003ECF9F36AA8E5EC095568D6F39BE4240,ELEC,CITY OF REDWOOD,850 Middlefield Rd,"DOWNTOWNCINEMA2; Jefferson underground garage, First floor
DOWNTOWNCINEMA1; Jefferson Underground Garage, First floor",,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,56801,2015-10-09 07:45:54+00,,,,,,,,,NEMA520 J1772,"850 Middlefield Rd
Redwood City, CA 94063",37.4861278,-122.229139,1400000US06081610202,44722
11610,0101000020E6100000A12E52288B8E5EC06C932F0D68BE4240,ELEC,CITY OF REDWOOD,750 Marshall St,"MARSHALLGARAGE1; Located at the rear Broadway St. entrance
MARSHALLGARAGE2; CT-2102 Pole Mount Unit at the rear Broadway St. entrance
L3 MARSHALL ST; -",,888-758-4389,E,,Public,24 hours daily,,,,,2,2,1,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,39232,2015-10-09 07:48:24+00,,,,,,,,,NEMA520 J1772 CHADEMO,"750 Marshall St
Redwood City, CA 94063",37.4875504,-122.2272435,1400000US06081610202,44722
6446,0101000020E6100000A3433B02938E5EC0500B1467FBBD4240,ELEC,CITY OF REDWOOD,1044 Middlefield Rd,"MAIN LIBRARY; Located in parking lot behind Library",,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,41335,2015-10-09 07:45:56+00,,,,,,,,,NEMA520 J1772,"1044 Middlefield Rd
Redwood City, CA 94063",37.4842347,-122.2277227,1400000US06081610202,44722
12533,0101000020E6100000A25D85941F925EC01F0EB7E809274340,ELEC,River Terrace Inn,1600 Soscol Ave,,,707-320-9000  877-798-3752,E,,Public,"24 hours daily; see front desk for access",,,,,,3,,,Tesla,http://www.teslamotors.com/supercharger,,70363,2015-10-08 18:31:12+00,P,,,08/01/2015,,,,,TESLA J1772,"1600 Soscol Ave
Napa, CA 94559",38.3049899,-122.2831775,1400000US06055200503,44744
22467,0101000020E610000012AE36B5A2935DC0FCDA9F30CDF14040,ELEC,Gardena Nissan,1670 W Redondo Beach Blvd,,,310-532-1600,E,,Private,,,,,,,1,,,,,07/08/2015,48186,2015-07-08 14:24:40+00,P,,,03/15/2011,,,,,J1772,"1670 W Redondo Beach Blvd
Gardena, CA 90247",33.8890744,-118.3068059,1400000US06037603006,44783
15540,0101000020E610000012AE36B5A2935DC0FCDA9F30CDF14040,ELEC,Gardena Nissan,1670 W Redondo Beach Blvd,,,310-532-1600,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,07/08/2015,39896,2015-07-08 14:24:40+00,P,,,03/15/2011,,,,,J1772,"1670 W Redondo Beach Blvd
Gardena, CA 90247",33.8890744,-118.3068059,1400000US06037603006,44783
15727,0101000020E6100000325C78B9636A5EC095CB9074175C4240,ELEC,My Nissan,222 Auto Center Cir,,,831-444-8888,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,07/08/2015,39930,2015-07-08 14:25:14+00,P,,,03/15/2011,,,,,J1772,"222 Auto Center Cir
Salinas, CA 93907",36.7194658,-121.6623367,1400000US06053010504,44808
7023,0101000020E6100000BB270F0BB56A5EC00B98C0ADBB594240,ELEC,Rabobank - Salinas,1285 N Davis Rd,,,831-784-7700,E,,Public,24 hours daily,,,,,,1,,,,,05/05/2015,35470,2015-05-05 11:51:20+00,P,,,12/15/2009,,,,,J1772,"1285 N Davis Rd
Salinas, CA 93907",36.70104,-121.6673,1400000US06053010504,44808
10098,0101000020E6100000752CA51D6D6A5EC0A99B30067B5B4240,ELEC,Salinas Valley Ford,1100 Auto Center Cir,,,831-444-4444,E,,Public,Dealership business hours,,,,,,4,,,,,05/05/2015,63808,2015-05-05 11:52:21+00,P,,,01/01/2013,,,,,J1772,"1100 Auto Center Cir
Salinas, CA 93907",36.7146919,-121.6629099,1400000US06053010504,44808
3997,0101000020E6100000325C78B9636A5EC095CB9074175C4240,ELEC,My Nissan,222 Auto Center Cir,,,831-444-8888,E,,Private,,,,,,,1,,,,,07/08/2015,48167,2015-07-08 14:25:14+00,P,,,03/15/2011,,,,,J1772,"222 Auto Center Cir
Salinas, CA 93907",36.7194658,-121.6623367,1400000US06053010504,44808
17073,0101000020E6100000F1A0342F626A5EC07EA257A8DA5B4240,ELEC,Salinas Toyota,700 Auto Center Cir,,,,E,,Private,Service center use only,,,,,,1,,,,,07/08/2015,60445,2015-07-08 15:22:32+00,P,,,01/01/2014,,,,,,"700 Auto Center Cir
Salinas, CA 93907",36.7176104,-121.6622427,1400000US06053010504,44808
10049,0101000020E61000002E73BA2C26F35EC03F83972A62A84340,ELEC,Sea Rock Inn - Tesla,11101 Lansing St,,,707-937-0926  877-798-3752,E,,Public,"24 hours daily; for Tesla use only; for guest use only; see front desk for access",,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,,70383,2015-10-09 20:27:28+00,P,,,07/01/2015,,,,,TESLA,"11101 Lansing St
Mendocino, CA 95460",39.3154958,-123.799205,1400000US06045011002,44883
5538,0101000020E61000005DAC037B27F35EC0CAFACDC474A84340,ELEC,Agate Cove Inn - Tesla,11201 Lansing St,,,707-937-0551  877-798-3752,E,,Public,"24 hours daily; for Tesla use only; for guest use only; see front desk for access",,,,,,1,,,Tesla,http://www.teslamotors.com/supercharger,09/02/2015,68896,2015-09-02 02:42:47+00,P,,,04/01/2015,,,,,TESLA,"11201 Lansing St
Mendocino, CA 95460",39.3160635,-123.7992847,1400000US06045011002,44883
16354,0101000020E6100000C2120F289BF25EC0E8BF07AF5DA64340,ELEC,Stanford Inn by the Sea,44850 Comptche Ukiah Rd,,,707-937-5615  877-798-3752,E,,Public - Call ahead,"9:30am-10pm daily; for guest use only",,,,,,3,,,Tesla,http://www.teslamotors.com/supercharger,05/05/2015,51710,2015-10-09 19:28:52+00,P,,,04/01/2013,,,,,J1772 TESLA,"44850 Comptche Ukiah Rd
Mendocino, CA 95460",39.299734,-123.79072,1400000US06045011002,44883
21300,0101000020E61000008FE3874A23F45EC0BC033C69E1AC4340,ELEC,Point Cabrillo Light Station State Historic Park,13800 Cabrillo Dr,,,707-937-6122,P,09/01/2016 12:00:00 AM,PLANNED - not yet accessible (Public),,,,,,,2,,,,,10/06/2015,70016,2015-10-06 22:10:38+00,SG,,,,,,,,J1772,"13800 Cabrillo Dr
Mendocino, CA 95460",39.350629,-123.814654,1400000US06045011002,44883
22111,0101000020E6100000008E3D7B2EF15EC0C824236761A34340,ELEC,Van Damme State Park,8001 N Highway 1,,,707-937-0851,P,09/01/2016 12:00:00 AM,PLANNED - not yet accessible (Public),,,,,,,2,,,,,10/06/2015,69996,2015-10-06 21:57:01+00,SG,,,,,,,,J1772,"8001 N Highway 1
Little River, CA 95456",39.27641,-123.768462,1400000US06045011002,44883
8874,0101000020E61000008C4CC0AF91875DC040A0336953FF4040,ELEC,Million Dollar Baby,841 Washington Blvd,"Chargers are available 8:30AM - 3:00 PM 
Monday - Friday excluding holidays.

Chargers are available 8:30AM - 3:00 PM 
Monday - Friday excluding holidays.

Chargers are available 8:30AM - 3:00 PM 
Monday - Friday excluding holidays.
",,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,3,,,Blink Network,http://www.blinknetwork.com/,10/09/2015,50945,2015-10-09 07:11:58+00,,,,,,,,,J1772,"841 Washington Blvd
Montebello, CA 90640",33.994733,-118.118267,1400000US06037532200,44902
5818,0101000020E6100000807AD8B04BEA5DC0D537D5FFDEA94240,ELEC,Chateau du Sureau - Tesla,48688 Victoria Ln,,,559-683-6860  877-798-3752,E,,Public - Call ahead,"24 hours daily; for Tesla use only; for guest use only",,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,,70318,2015-10-08 18:31:54+00,P,,,03/01/2015,,,,,TESLA,"48688 Victoria Ln
Oakhurst, CA 93644",37.3271179,-119.6608698,1400000US06039000108,44939
12907,0101000020E6100000DA8D3EE603195DC051CC30A479DC4040,ELEC,"Walgreens - Palm Desert, CA #4756",44840 Monterey Ave,,,800-663-5633,E,,Public - Card key at all times,"MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am",,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,10/09/2015,53530,2015-10-09 07:36:50+00,,,,,,,,,J1772,"44840 Monterey Ave
Palm Desert, CA 92260",33.7224622,-116.390863,1400000US06065045108,45023
21542,0101000020E6100000B2ACEA9BEA165DC0802A6EDC62DC4040,ELEC,Indian Wells Resort Hotel,76-661 Highway 111,,,800-248-3220,E,,Public,24 hours daily,,,,,,1,,,,,05/05/2015,53905,2015-05-05 11:52:37+00,P,,,03/26/2013,,,,,J1772,"76-661 Highway 111
Indian Wells, CA 92210",33.721767,-116.3580694,1400000US06065045108,45023
10284,0101000020E61000008FDE701FB9AD5EC046B1DCD26A364340,ELEC,Nissan of Santa Rosa,1275 Santa Rosa Ave.,"Hours: - 8 AM - 7 PM Monday-Saturday - 
10 AM - 6 PM Sunday -  - 10 AM - 6 PM 
on Holidays - Closed Thanksgiving and 
Christmas
",,888-998-2546,E,,Public,MON: 8:00am-7:00pm | TUE: 8:00am-7:00pm | WED: 8:00am-7:00pm | THU: 8:00am-7:00pm | FRI: 8:00am-7:00pm | SAT: 8:00am-7:00pm | SUN: 10:00am-6:00pm,,,,,,,2,,Blink Network,http://www.blinknetwork.com/,10/09/2015,49147,2015-10-09 07:12:33+00,,,,,,,,,CHADEMO,"1275 Santa Rosa Ave.
Santa Rosa, CA 95404",38.425135,-122.714424,1400000US06097151402,45123
8856,0101000020E61000004A9A3FA6B5AD5EC010255AF278364340,ELEC,Nissan of Santa Rosa,1275 Santa Rosa Ave,,,707-545-7050,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,07/08/2015,39943,2015-07-08 14:25:40+00,P,,,03/15/2011,,,,,J1772,"1275 Santa Rosa Ave
Santa Rosa, CA 95404",38.425566,-122.714212,1400000US06097151402,45123
13661,0101000020E610000067374426AAAD5EC0032FE9DE79364340,ELEC,Kia of Santa Rosa,1255 Santa Rosa Ave,,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,Greenlots,http://greenlots.com/,08/04/2015,68311,2015-08-04 12:55:34+00,P,,,11/01/2014,,,,,CHADEMO J1772COMBO,"1255 Santa Rosa Ave
Santa Rosa, CA 95404",38.4255942,-122.7135101,1400000US06097151402,45123
16077,0101000020E6100000782A3B585AAC5EC0B7BF69B05F324340,ELEC,The Gables Wine Country Inn - Tesla,4257 Petaluma Hill Rd,,,707-585-7777  877-798-3752,E,,Public,"24 hours daily; for Tesla use only; for guest use only; see front desk for access",,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,,70407,2015-10-09 20:38:56+00,P,,,06/01/2015,,,,,TESLA,"4257 Petaluma Hill Rd
Santa Rosa, CA 95404",38.3935452,-122.6930142,1400000US06097151402,45123
16643,0101000020E61000004A9A3FA6B5AD5EC010255AF278364340,ELEC,Nissan of Santa Rosa,1275 Santa Rosa Ave,,,707-545-7050,E,,Private,,,,,,,1,,,,,07/08/2015,60338,2015-07-08 14:25:40+00,P,,,03/15/2011,,,,,J1772,"1275 Santa Rosa Ave
Santa Rosa, CA 95404",38.425566,-122.714212,1400000US06097151402,45123
19772,0101000020E6100000E6632DF4F7785DC0E28FA2CEDCE44040,ELEC,UC UCIMC,101 The City Dr. S,"SOUTH OF B52 02; Stations are South of Bldg 52
SOUTH OF B52 01; Staions are South of Bldg 52
SOUTH OF B52 03; Stations are South of Bldg 52",,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,46745,2015-10-09 07:48:22+00,,,,,,,,,J1772,"101 The City Dr. S
Orange, CA 92868",33.7879885,-117.8901339,1400000US06059076102,45125
18596,0101000020E6100000DE44E33F13795DC03E9CFA1FE4E34040,ELEC,Outlets of Orange,20 City Blvd W,,,877-455-3833,E,,Public - Card key at all times,"24 hours daily; EVgo network subscription and key fob required",,,,,,1,,,eVgo Network,https://www.evgonetwork.com/,10/09/2015,70123,2015-10-09 08:54:19+00,,,,,,,,,J1772,"20 City Blvd W
Orange, CA 92868",33.78039932,-117.8917999,1400000US06059076102,45125
6310,0101000020E6100000DE44E33F13795DC03E9CFA1FE4E34040,ELEC,Outlets of Orange,20 City Blvd W,,,877-455-3833,E,,Public - Card key at all times,"24 hours daily; EVgo network subscription and key fob required",,,,,,,2,,eVgo Network,https://www.evgonetwork.com/,10/09/2015,69351,2015-10-09 08:50:37+00,,,,,,,,,CHADEMO,"20 City Blvd W
Orange, CA 92868",33.78039932,-117.8917999,1400000US06059076102,45125
16327,0101000020E610000024ED461FF3105FC0D48041D2A7494440,ELEC,Victorian Inn and VI Restaurant,400 Ocean Ave,,,707-786-4949  877-798-3752,E,,Public - Call ahead,"11:30am-8:30pm daily; free for hotel and restaurant guests",,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,05/05/2015,63181,2015-10-08 16:31:28+00,P,,,09/01/2014,,,,,J1772 TESLA,"400 Ocean Ave
Ferndale, CA 95536",40.575434,-124.264839,1400000US06023011200,45136
1615,0101000020E6100000945D7A4501115FC0737511F0B5494440,ELEC,Redwood Suites - Tesla,332 Ocean Ave,,,707-786-5000  877-798-3752,E,,Public - Call ahead,"24 hours daily; for Tesla use only; available by reservation only",,,,,,1,,,Tesla,http://www.teslamotors.com/supercharger,,70357,2015-10-08 18:39:38+00,P,,,07/01/2015,,,,,TESLA,"332 Ocean Ave
Ferndale, CA 95536",40.5758648,-124.2657026,1400000US06023011200,45136
1124,0101000020E6100000602F5E3D38705EC0AFB321FFCC564340,ELEC,Trillium CNG - Yolo County Transportation District,350 Industrial Way,"On Interstate Highway 5N (from Fremont), merge onto E Main Street, toward CA-113 S / Woodland, then turn right on Industrial Way.",,800-920-1166  530-661-0816,E,,Public,24 hours daily,,,,,,2,,,,,07/08/2015,62045,2015-07-08 15:11:01+00,P,,,04/01/2014,,,,,J1772,"350 Industrial Way
Woodland, CA 95776",38.678131,-121.7534326,1400000US06113010800,45159
3435,0101000020E6100000BD5296218E715EC0BBB88D06F0564340,ELEC,City of Woodland - Public Parking,501 Court St,NE corner of Court and College Streets,,530-661-2060,E,,Public,24 hours daily,,,,,,1,,,,,10/06/2015,69945,2015-10-06 21:39:31+00,LG,,,02/10/2015,,,,,J1772,"501 Court St
Woodland, CA 95695",38.6792,-121.7743,1400000US06113010800,45159
20107,0101000020E6100000A167B3EA73715EC03B70CE88D2564340,ELEC,City of Woodland - Public Parking,617 Dead Cat Alley,Located at First St and Dead Cat Alley,,530-661-2060,E,,Public,"24 hours daily; 2 hour parking limit",,,,,,2,,,,,10/06/2015,69944,2015-10-06 22:09:28+00,LG,,,02/10/2015,,,,,J1772,"617 Dead Cat Alley
Woodland, CA 95695",38.6783,-121.7727,1400000US06113010800,45159
7741,0101000020E610000057B1F84D61845EC05B3FFD67CD1F4340,ELEC,Fairfield Transportation Center,2000 Cadenasso Dr,,,707-449-5424,E,,Public,24 hours daily,,,,,,,,2 Tesla Conductive,,,06/02/2015,35146,2015-06-02 18:13:52+00,P,,,06/15/2004,,,,,,"2000 Cadenasso Dr
Fairfield, CA 94533",38.248456,-122.068439,1400000US06095252402,45317
2955,0101000020E61000008ADEF30D16855EC0A5DEAEF25F1F4340,ELEC,Momentum Nissan,2545 Auto Mall Pkwy,,,707-402-3200,E,,Private,,,,,,,1,,,,,07/08/2015,46725,2015-07-08 14:25:03+00,P,,,01/31/2012,,,,,J1772,"2545 Auto Mall Pkwy
Fairfield, CA 94533",38.2451156,-122.0794711,1400000US06095252402,45317
21538,0101000020E610000079F0C97935855EC0A5B9BA08F81E4340,ELEC,MOMENTUM OF FLD,2855 Auto Mall Pkwy,VW_426065_A,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,10/09/2015,65002,2015-10-09 08:26:30+00,,,,,,,,,J1772,"2855 Auto Mall Pkwy
Fairfield, CA 94533",38.2419444,-122.0813889,1400000US06095252402,45317
18806,0101000020E61000008ADEF30D16855EC0A5DEAEF25F1F4340,ELEC,Momentum Nissan,2545 Auto Mall Pkwy,,,707-402-3200,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,07/08/2015,46724,2015-07-08 14:25:03+00,P,,,01/31/2012,,,,,J1772,"2545 Auto Mall Pkwy
Fairfield, CA 94533",38.2451156,-122.0794711,1400000US06095252402,45317
16278,0101000020E61000008FE4F21FD2435DC008BBF63F9FFF4040,ELEC,Fresh & Easy - Calimesa,1126 Calimesa Blvd.,,,877-455-3833,E,,Public - Card key at all times,"24 hours daily; EVgo network subscription and key fob required",,,,,,,2,,eVgo Network,https://www.evgonetwork.com/,10/09/2015,69398,2015-10-09 08:51:42+00,,,,,,,,,CHADEMO,"1126 Calimesa Blvd.
Calimesa, CA 92320",33.99704742,-117.0597,1400000US06065043802,45399
21964,0101000020E61000008FE4F21FD2435DC008BBF63F9FFF4040,ELEC,Fresh & Easy - Calimesa,1126 Calimesa Blvd.,,,877-455-3833,E,,Public - Card key at all times,"24 hours daily; EVgo network subscription and key fob required",,,,,,1,,,eVgo Network,https://www.evgonetwork.com/,10/09/2015,69287,2015-10-09 08:48:54+00,,,,,,,,,J1772,"1126 Calimesa Blvd.
Calimesa, CA 92320",33.99704742,-117.0597,1400000US06065043802,45399
18921,0101000020E610000031348DDC09735EC037C87FDCD9574240,ELEC,"Walgreens - Marina, CA #4997",226 Reservation Rd,,,800-663-5633,E,,Public - Card key at all times,"MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,10/09/2015,44415,2015-10-09 07:36:35+00,,,,,,,,,J1772,"226 Reservation Rd
Marina, CA 93933",36.6863361,-121.7974769,1400000US06053014202,45405
14695,0101000020E61000001DAB949EE98F5DC0C16F438CD7124140,ELEC,Glendale Civic Center,120 N Isabel St,,,818-548-3900,P,12/31/2015 12:00:00 AM,PLANNED - not yet accessible (Public),24 hours daily,,,,,,,1,,,,10/06/2015,69990,2015-10-06 21:56:53+00,LG,,,,,,,,CHADEMO,"120 N Isabel St
Glendale, CA 91206",34.147203,-118.248634,1400000US06037302002,45423
14672,0101000020E61000003E5DDDB1D88F5DC045BC75FEED124140,ELEC,Glendale Water and Power,141 N Glendale Ave,,,,E,,Private,,,,,,,1,,,,,10/06/2015,45319,2015-10-06 22:03:36+00,LG,,,01/15/2012,,,,,J1772,"141 N Glendale Ave
Glendale, CA 91206",34.147888,-118.247601,1400000US06037302002,45423
